,id,photographer,nationality,description,persons,tot_persons,organizations,tot_organizations,places,tot_places
39,39,Al Bello,USA,"Al Bello graduated with a liberal arts degree from the University of New York at Stony Brook in 1989. In March of 1990, he worked as darkroom manager for The Ring boxing magazine and soon found his way photographing boxing on a weekend basis, while processing and printing film during the week. In 1993, he landed a position as a junior photographer at Allsport, now part of Getty Images.

	Since joining Getty, Bello has held a number of positions most recently becoming chief sports photographer in North America. He is assigned to cover sporting events, and people in sport, worldwide. His assignments have included several Super Bowls, World Series and Stanley Cups in the US, as well as four winter and four summer Olympic Games, and other multisport international events such as the Pan Am, Asian, Goodwill and Commonwealth Games. Bello has been to five FINA Aquatic Championships and has covered World Cup soccer. His tennis favorites include the US, French Open and Wimbledon championships. But Bello’s favorite sport by far is boxing. He has been to countless world-title fights and boxing gyms over the past 20 years.

	Bello has won various awards from World Press Photo, the National Press Photographers Association, Pictures of the Year International, the China International Press Photographers Association,  the New York Press Photographers Association, the Boxing Writers Association, the Football Hall of Fame, Baseball Hall of Fame, FINA and the International Olympic Committee. He has taught and lectured at the Eddie Adams Workshop, a National Press Photographers Association Short Course, the Richard Clarkson Workshop and for World Press Photo, the Rochester Institute of Technology, the Poynter Institute and the Wisconsin News Photographers Association.

	Bello lives in Merrick, New York.","{'Al Bello', 'Stony Brook', 'Goodwill', 'Stanley Cups'}",4,"{'The Ring boxing magazine', 'the International Olympic Committee', 'the China International Press Photographers Association', 'World Press Photo', 'the National Press Photographers Association, Pictures of the Year International', 'Baseball Hall of Fame', 'the Wisconsin News Photographers Association', 'the University of New York', 'the Boxing Writers Association', 'Super Bowls', 'the New York Press Photographers Association', 'Getty, Bello', 'the Rochester Institute of Technology', 'the Eddie Adams Workshop', 'the Poynter Institute', 'National Press Photographers Association Short Course', 'the Football Hall of Fame', 'Bello'}",18,"{'Getty Images', 'Merrick', 'Commonwealth Games', 'US', 'Allsport', 'New York'}",6
40,40,Ala Kheir,Sudan,"Ala Kheir is a photographer based in Khartoum, Sudan. He is the co-founder of the Sudanese Photographers Group.

Through photography, Kheir actively engages with the city of Khartoum, creating personal perspectives and narratives about his immediate space. His work has been showcased in various spaces in Africa and around the world.

Kheir runs The Other Vision (TOV), a photography platform that focuses on photography education and training in Sudan, through which he assists young photographers and connects Sudanese artists to the rest of the continent. Through TOV, Kheir engages with the public in an attempt to address social issues and change in Sudan.


World Press Photo Involvement:
2022 World Press Photo Contest jury member
6x6 Global Talent Program nominator

Ala Kheir on Social Media: 
Instagram: @ala.kheir",set(),0,"{'Global Talent Program', 'World Press Photo Involvement', 'TOV', 'The Other Vision (TOV', 'the Sudanese Photographers Group'}",5,"{'Kheir', 'Sudan', 'Khartoum'}",3
41,41,Alain Ernoult,France,,set(),0,set(),0,set(),0
42,42,Alain Keler,France,,set(),0,set(),0,set(),0
43,43,Alain Le Garsmeur,United Kingdom,,set(),0,set(),0,set(),0
44,44,Alain Mingam,France,,set(),0,set(),0,set(),0
45,45,Alain Noguès,France,,set(),0,set(),0,set(),0
46,46,Alain Raffestin,USA,,set(),0,set(),0,set(),0
47,47,Alain Schroeder,Belgium,"Alain Schroeder is a Belgian photojournalist born in 1955. In 1989 he founded Reporters, a photo agency in Belgium. 

Schroeder’s work has been published in National Geographic, Geo, and Paris-Match, among others. He has received multiple awards, including the Japan Nikon Award in 2017 for a series about the Rohingya crisis, and the Travel Photographer of the Year Award (TPOTY)  in 2017 for the series ‘Living for Death’. 

Schroeder has illustrated over thirty books dedicated to China, Persia, the Renaissance, Ancient Rome, the gardens and abbeys of Europe, Thailand, Tuscany, Crete, Vietnam, Budapest, Venice, and natural sites of Europe, and more. Belgian titles include Le Carnaval de Binche vu par 30 Photographes and Processions de Foi, Les Marches de l’Entre-Sambre-et-Meuse. 

World Press Photo Involvement:
Award-winning photographer 2018 Photo Contest
Award-winning photographer 2020 Photo Contest

Alain Schroeder on Social Media:
Instagram: @alainschroeder Image credit Inès Koh","{'Schroeder', 'Les Marches de l’Entre-Sambre', 'Processions de Foi', 'Inès Koh', 'Alain Schroeder'}",5,"{'National Geographic', 'the Travel Photographer of the Year Award', 'Social Media', 'Reporters', 'the Japan Nikon Award', 'Le Carnaval de Binche', 'Paris-Match', 'Ancient Rome', 'Renaissance'}",9,"{'Belgium', 'Vietnam', 'China', 'Thailand', 'Venice', 'Budapest', 'Persia'}",7
48,48,Alan Diaz,USA,,set(),0,set(),0,set(),0
49,49,Alan Stoga,USA,"Alan Stoga is senior adviser (focusing on Latin America) at Kissinger Associates, the international consulting firm chaired by Dr Henry Kissinger. He is also president and founder of Zemi Communications, a New York-based firm that provides communication counsel and services, as well as digital media solutions. Zemi’s digital media practice evolved from FLYP, an award-winning online digital magazine, published by Stoga between 2007 and 2009, which provided a new kind of online, multimedia storytelling experience. He is also a cofounder of Taley, a company which is developing an innovative digital storytelling and transaction platform.  Stoga holds a BA in economics from Michigan State University, and received a MA in international relations from Yale University in 1975. After graduating, he worked as an economist for the Office of International Monetary Affairs in the US Department of the Treasury, and later for the First National Bank of Chicago. Stoga is a frequent lecturer and writer on international and American politics and economics, vice chairman of the boards of the Americas Society and the Council of the Americas, and serves on the boards of the Tinker Foundation, the Aperture Foundation and the Tällberg Foundation.","{'Alan Stoga', 'Henry Kissinger'}",2,"{'the Tinker Foundation', 'the Americas Society', 'the Tällberg Foundation', 'the Aperture Foundation', 'Michigan State University', 'Yale University', 'Zemi Communications', 'Treasury', 'the Office of International Monetary Affairs', 'Kissinger Associates', 'FLYP', 'the Council of the Americas', 'BA', 'the US Department', 'MA', 'the First National Bank of Chicago'}",16,"{'Taley', 'Stoga', 'New York'}",3
50,50,Albert Facelly,France,,set(),0,set(),0,set(),0
51,51,Albert Roosenburg,The Netherlands,,set(),0,set(),0,set(),0
52,52,Albert Winkler,Switzerland,,set(),0,set(),0,set(),0
53,53,Alberto Garcia,The Philippines,,set(),0,set(),0,set(),0
54,54,Alejandro Castellote,Spain,"Alejandro Castellote, Spain, is a teacher of photography, a critic and essayist, and a freelance curator. Castellote has been guest curator for the Latin American section of Photoquai in Paris, for the first three editions of the Getxophoto Festival in Bilbao, the Spanish contribution to the Seoul Photo Fair in Korea, and of the Mirafoto Festival in Lima, Peru. While heading the contemporary photography department at Lunwerg Publishers, he was responsible, among other projects, for the book and exhibition MAPAS ABIERTOS - Fotografia Latinoamericana 1991-2002. Previously, he was director of the photography department at the Círculo de Bellas Artes in Madrid, organizing five editions of the FOCO (Fotografía Contemporánea) festival and founding the Minerva Photography Gallery, devoted to the work of young photographers. Castellote was the founder and initial artistic director of the international photography festival PHotoEspaña, in Madrid. In 2006 he was awarded the Bartolomé Ros prize for the best professional track record in photography in Spain.",{'Photoquai'},1,"{'Lunwerg Publishers', 'FOCO', 'the Minerva Photography Gallery'}",3,"{'Peru', 'Spain', 'Madrid', 'Lima', 'Bilbao', 'Paris', 'Korea'}",7
55,55,Alejandro Cegarra,none,"Alejandro Cegarra was born in 1989, in Caracas, Venezuela, which is the city he still calls home. 

He began studying photography four years ago in the Roberto Mata Taller de Fortografia (Roberto Mata Photography Workshop), while at the same time studying publicity at Alejandro de Humboldt University. After working for a year at an advertising agency called Creative Army and only viewing photography as a hobby, he decided to pursue photography more fully. In 2012, he started filling in for other photographers at the largest newspaper in Venezuela, Ultimas Noticias. Simultaneously he worked for two other newspapers, Ciudad Caracas and 2001, returning as a full-time employee of Ultimas Noticias in 2013. Since November of 2013, Alejandro has been working as a stringer for Associated Press. In early 2014, he was selected to exhibit photography in the PhotoEspana Festival, and chosen by the Magnum Photo Agency as part of their 30 Under 30 contest. He won the Audience Award in that competition and his works were exhibited in Birmingham, UK. His series ‘The Other Side of the Tower of David’ won third place in the Sony World Photography Awards in the Contemporary Issues category and has since been exhibited at Somerset House in London. Finally, and most importantly, he has been selected as the winner of the Leica Oscar Barnack Newcomer Award for 2014, and the 2014 Ian Parry Scholarship, the latter of which gains him a place on the Emerging Talent section of the Reportage site.

World Press Photo Involvement: 
Award-winning photographer 2019 Photo Contest

Alejandro Cegarra on Social Media:
Instagram: @alecegarra
Twitter: @alecegarra Photo credit: Elsa Acare","{'Ciudad Caracas', 'Oscar Barnack Newcomer Award', 'Elsa Acare', 'Roberto Mata Taller de Fortografia'}",4,"{'the Sony World Photography Awards', 'Social Media', 'Alejandro', 'Ian Parry Scholarship', 'Reportage', 'Associated Press', 'Somerset House', 'the Magnum Photo Agency', '@alecegarra', 'Ultimas Noticias', 'Creative Army'}",11,"{'Caracas', 'UK', 'London', 'Birmingham', 'Venezuela'}",5
