title,photographer,shoot day,Publication agency/magazine,award,description,Shutter Speed,Focal length,F-Stop,ISO,Camera,contest_year,prize,genere,series,persons,organizations,tot_persons,tot_organizations,places,tot_places
,Herbert Liedel,"10 April, 1983",Kicker Sportmagazin,"1984 Photo Contest, Sports, Singles, 2nd prize","10 April, 1983
                                                    
                                The racetrack is a mudbath for 14 riders at an international motocross competition.",,,,,,1984 Photo Contest, 2nd prize, Sports, Singles,set(),set(),0.0,0.0,set(),0.0
,Manuel Hernandez de Leon,"01 January, 1983",Agencia EFE,"1984 Photo Contest, Sports, Singles, 1st prize","01 January, 1983
                                                    
                                Perico Fernandez leaps for joy after winning the Spanish middleweight title by knock-out.",,,,,,1984 Photo Contest, 1st prize, Sports, Singles,{'Perico Fernandez'},set(),1.0,0.0,set(),0.0
,Valery Khristoforov,"01 May, 1983",ITAR-TASS,"1984 Photo Contest, Science & Technology, Stories, Honorable mention","01 May, 1983
                                                    
                                In an operation lasting several hours, surgeon Ramaz Datiashvili reattaches Rasa's feet to her legs at the All-Union Research Surgery Centre. Rasa (3) had an accident while playing and both of her feet were cut off by a mowing machine.",,,,,,1984 Photo Contest, Honorable mention, Science & Technology, Stories,{'Ramaz Datiashvili'},{'the All-Union Research Surgery Centre'},1.0,1.0,set(),0.0
,Vladimir Vyatkin,"01 January, 1983",RIA Novosti,"1984 Photo Contest, Science & Technology, Singles, Honorable mention","01 January, 1983
                                                    
                                Ballet dancer during a rehearsal at the Stanislavsky and Nemirovich-Danchenko Theatre, Moscow, Soviet Union.",,,,,,1984 Photo Contest, Honorable mention, Science & Technology, Singles,"{'Nemirovich-Danchenko Theatre', 'Stanislavsky'}",set(),2.0,0.0,"{'Soviet Union', 'Moscow'}",2.0
,Alexander Chumichev,"01 January, 1983",ITAR-TASS,"1984 Photo Contest, Science & Technology, Singles, Honorable mention","01 January, 1983
                                                    
                                American musician Alvin McCall during the prestigious International Tchaikovsky Competition.",,,,,,1984 Photo Contest, Honorable mention, Science & Technology, Singles,{'Alvin McCall'},{'International Tchaikovsky Competition'},1.0,1.0,set(),0.0
,Alexander Tsiaras,"01 January, 1983",Life,"1984 Photo Contest, Science & Technology, Singles, 2nd prize","01 January, 1983
                                                    
                                The toes of a 10-week-old fetus in the mother's womb at Mount Sinai Hospital.",,,,,,1984 Photo Contest, 2nd prize, Science & Technology, Singles,set(),set(),0.0,0.0,{'Mount Sinai Hospital'},1.0
,Sam Walton,"01 August, 1983",United Press International,"1984 Photo Contest, Science & Technology, Singles, 1st prize","01 August, 1983
                                                    
                                A thunderstorm delays the launching of Challenger at the Kennedy Space Centre.",,,,,,1984 Photo Contest, 1st prize, Science & Technology, Singles,set(),set(),0.0,0.0,set(),0.0
,David Burnett,"01 January, 1983",Contact Press Images,"1984 Photo Contest, People in the News, Singles, 3rd prize","01 January, 1983
                                                    
                                John Glenn, US Senator and presidential candidate.
John Glenn, here portrayed during his campaign for the US presidency, became famous in 1962 for being the first American astronaut to orbit the Earth. Glenn started his career as a combat aviator in the US Marine Corps, which lead to his selection as one of the seven military test pilots selected by the NASA to become the first American astronauts. In 1965, Glenn, a member of the Democratic Party, resigned from the space program to be able to stand for election in public office. In 1974, Glenn was elected to the US senate for his home state of Ohio, an office he kept until 1999. Glenn ran for the 1984 Democratic presidential nomination in 1983, but he was defeated by Walter Mondale. In 1998, he made a second space flight on the space shuttle Discovery, in order to study the effects of space flight on the elderly.",,,,,,1984 Photo Contest, 3rd prize, People in the News, Singles,"{'John Glenn', 'Walter Mondale', 'Glenn'}","{'Marine Corps', 'NASA', 'the Democratic Party'}",3.0,3.0,"{'US', 'Ohio'}",2.0
,Eddie Adams,"01 January, 1983",Parade Magazine,"1984 Photo Contest, People in the News, Singles, 2nd prize","01 January, 1983
                                                    
                                American actress and film star Bette Davis.

In 1983, Davis was diagnosed with breast cancer and underwent a mastectomy. Within two weeks of her operation, she suffered several strokes which caused paralysis in the left side of her face and in her left arm, and left her with slurred speech. She would only partially recover after a long period of therapy.",,,,,,1984 Photo Contest, 2nd prize, People in the News, Singles,"{'Davis', 'Bette Davis'}",set(),2.0,0.0,set(),0.0
,Eddie Adams,"01 January, 1983",Parade Magazine,"1984 Photo Contest, People in the News, Singles, 1st prize","01 January, 1983
                                                    
                                American film actor and director Clint Eastwood.
The photo was published on the cover of Parade magazine of 23 October 1983, which featured an article about Eastwood by the famous American writer, journalist and essayist Norman Mailer: 'All the Pirates and People: Norman Mailer Discovers the Man Who is Clint Eastwood'.",,,,,,1984 Photo Contest, 1st prize, People in the News, Singles,"{""Clint Eastwood'"", 'Clint Eastwood', 'Norman Mailer Discovers', 'Norman Mailer'}","{'Eastwood', 'Parade'}",4.0,2.0,set(),0.0
,Stormi Lee Greener,"01 January, 1983",The Minneapolis Star and Tribune,"1984 Photo Contest, Others, Stories, Individual awards","01 January, 1983
                                                    
                                Living to 100: milestone or millstone? At 106, Hattie Vaughn's world has shrunk to a single room in a nursing home. Her only visitors are medical aids. She told the photographer: 'I'm praying every day to go but He is not taking me.'",,,,,,1984 Photo Contest, Individual awards, Others, Stories,"{""Hattie Vaughn's""}",set(),1.0,0.0,set(),0.0
,Ira Schwarz,"12 December, 1983",The Associated Press,"1984 Photo Contest, Others, Singles, Individual awards","12 December, 1983
                                                    
                                First Lady Nancy Reagan sits on the knee of television personality Mr. T (of the American television show 'The A-Team'), dressed in Santa garb, after having given the press corps a tour of the White House Christmas decorations.",,,,,,1984 Photo Contest, Individual awards, Others, Singles,{'Nancy Reagan'},{'the White House'},1.0,1.0,{'Santa garb'},1.0
,Stormi Lee Greener,"01 January, 1983",The Minneapolis Star and Tribune,"1984 Photo Contest, Oskar Barnack Award, Stories, Individual awards","01 January, 1983
                                                    
                                Living to 100: milestone or millstone? At 106, Hattie Vaughn's world has shrunk to a single room in a nursing home. Her only visitors are medical aids. She told the photographer: 'I'm praying every day to go but He is not taking me.'",,,,,,1984 Photo Contest, Individual awards, Oskar Barnack Award, Stories,"{""Hattie Vaughn's""}",set(),1.0,0.0,set(),0.0
,Thomas Pflaum,"21 November, 1983",,"1984 Photo Contest, News Feature, Stories, Honorable mention","21 November, 1983
                                                    
                                Police clash with demonstrators during a parliamentary debate on nuclear arms.",,,,,,1984 Photo Contest, Honorable mention, News Feature, Stories,set(),set(),0.0,0.0,set(),0.0
,Reza,"01 April, 1983",Sipa Press,"1984 Photo Contest, News Feature, Stories, 2nd prize","01 April, 1983
                                                    
                                Lights of crossfires over Kabul during the Soviet invasion of Afghanistan.",,,,,,1984 Photo Contest, 2nd prize, News Feature, Stories,set(),set(),0.0,0.0,"{'Afghanistan', 'Kabul'}",2.0
,Manoocher Deghati,"01 January, 1983",Sipa Press,"1984 Photo Contest, News Feature, Stories, 1st prize","01 January, 1983
                                                    
                                Iran, in the fifth year of the revolution, another year in which oil wealth was offered up to the bitter war with Iraq.",,,,,,1984 Photo Contest, 1st prize, News Feature, Stories,set(),set(),0.0,0.0,"{'Iran', 'Iraq'}",2.0
,Sadayuki Mikami,"06 September, 1983",The Associated Press,"1984 Photo Contest, News Feature, Singles, 3rd prize","06 September, 1983
                                                    
                                Young In-soon (left) and Kwon Jung (both from South Korea) mourn their relatives, passengers of the Korean airliner shot down over Sakhalin by Soviet fighters a week earlier. 

On 1 September 1983, Korean Air Lines Flight 007, with 269 passengers and crew on board, was on its way from New York City to Seoul via Anchorage. Due to a navigation error, the airplane entered the prohibited Soviet airspace above the Kamchatka Peninsula. Detected by the Soviet Air Defence Force, the Boeing 747 was shot down by a Su-15 interceptor, when it entered the restricted airspace over the Sakhalin Island, further west. The Soviet Union later denied any knowledge of the aircraft being a civilian plane, claiming it to be a deliberate provocation by the United States.",,,,,,1984 Photo Contest, 3rd prize, News Feature, Singles,{'Kwon Jung'},"{'Korean Air Lines Flight', 'the Soviet Air Defence Force', 'Boeing'}",1.0,3.0,"{'the Kamchatka Peninsula', 'Seoul', 'The Soviet Union', 'South Korea', 'the United States', 'New York City', 'Anchorage'}",7.0
,Diego Goldberg,"01 July, 1983",Sygma for Newsweek,"1984 Photo Contest, News Feature, Singles, 2nd prize","01 July, 1983
                                                    
                                Chileans wait for food in Santiago. With massive inflation and widespread unemployment, many Chileans were forced to take charity from their government in the form of food handouts. The political situation remained unstable while Chilean citizens voiced their discontent against the dictatorship of General Pinochet. In August 1983, over 100 people were killed by the army and police.",,,,,,1984 Photo Contest, 2nd prize, News Feature, Singles,set(),set(),0.0,0.0,{'Santiago'},1.0
